AnimalID,Aggressive,At Vet,Barn,Behavior,Court/Investigation,Enroute,Foster,In Foster,In Kennel,In Surgery,Medical,Offsite,Partner,Rabies Risk,SCRP,Suffering,Target,Main Breed,BreedName,sex,fertility,MixColor,color,colorC,agenumber,ageperiod,age,ageC,MainBreedMix,MixBreed,animal,HaveName,outcome
A691602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,0.0,1.0,1.0,Black,0.0,6.0,years,2190.0,6.0,177.0,1.0,1.0,1.0,0.0
A715086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,0.0,1.0,0.0,Sable,15.0,2.0,years,730.0,2.0,177.0,1.0,1.0,0.0,0.0
A668562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,0.0,0.0,Orange Tabby,5.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,0.0
A707727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,1.0,Black,0.0,2.0,weeks,14.0,0.0,147.0,1.0,2.0,0.0,1.0
A713582,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,0.0,0.0,Calico,12.0,3.0,weeks,21.0,0.0,147.0,1.0,2.0,0.0,1.0
A706410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,1.0,0.0,Yellow,18.0,5.0,months,150.0,0.0,221.0,1.0,1.0,1.0,0.0
A691948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,159,PIT BULL,0.0,1.0,1.0,White,1.0,1.0,year,365.0,1.0,279.0,1.0,1.0,1.0,1.0
A683590,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,15,AUSTRALIAN CATTLE DOG,1.0,1.0,0.0,Blue Merle,23.0,1.0,year,365.0,1.0,26.0,1.0,1.0,0.0,1.0
A696363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,33,BLACK MOUTH CUR,1.0,1.0,1.0,Tan,4.0,1.0,year,365.0,1.0,57.0,1.0,1.0,1.0,0.0
A710535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,1.0,1.0,Brown,3.0,1.0,year,365.0,1.0,111.0,1.0,1.0,1.0,0.0
A673649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,78,DOMESTIC LONGHAIR,2.0,2.0,1.0,Orange Tabby,5.0,4.0,years,1460.0,4.0,143.0,1.0,2.0,0.0,1.0
A717432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,1.0,White,1.0,2.0,years,730.0,2.0,147.0,1.0,2.0,1.0,0.0
A686723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,0.0,Blue Tabby,10.0,1.0,year,365.0,1.0,147.0,1.0,2.0,1.0,0.0
A681259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,1.0,Black,0.0,3.0,weeks,21.0,0.0,147.0,1.0,2.0,0.0,1.0
A647006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,Red,8.0,3.0,years,1095.0,3.0,279.0,1.0,1.0,1.0,2.0
A586717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,0.0,1.0,1.0,Red,8.0,5.0,years,1825.0,5.0,279.0,1.0,1.0,1.0,0.0
A673092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,130,MALTESE,1.0,1.0,0.0,White,1.0,4.0,years,1460.0,4.0,231.0,1.0,1.0,1.0,0.0
A699724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,42,BOXER,0.0,1.0,1.0,Fawn,21.0,10.0,months,300.0,0.0,73.0,0.0,1.0,0.0,0.0
A665686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,70,DACHSHUND,1.0,1.0,1.0,Tan,4.0,3.0,years,1095.0,3.0,129.0,1.0,1.0,1.0,0.0
A715837,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,0.0,0.0,Orange Tabby,5.0,3.0,weeks,21.0,0.0,147.0,1.0,2.0,0.0,1.0
A712234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,219,YORKSHIRE TERRIER,0.0,1.0,1.0,Black,0.0,2.0,months,60.0,0.0,381.0,1.0,1.0,0.0,0.0
A679945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,Brown Brindle,9.0,9.0,years,3285.0,9.0,278.0,1.0,1.0,1.0,2.0
A700088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,1.0,1.0,Black,0.0,4.0,years,1460.0,4.0,221.0,1.0,1.0,1.0,2.0
A616257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,159,PIT BULL,0.0,1.0,1.0,Blue,6.0,3.0,years,1095.0,3.0,279.0,1.0,1.0,1.0,3.0
A692208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,79,DOMESTIC MEDIUM HAIR,1.0,0.0,1.0,Black,0.0,2.0,months,60.0,0.0,145.0,1.0,2.0,0.0,3.0
A717874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,Fawn,21.0,1.0,year,365.0,1.0,279.0,1.0,1.0,1.0,2.0
A707250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Blue Tabby,10.0,5.0,years,1825.0,5.0,147.0,1.0,2.0,1.0,0.0
A707609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,33,BLACK MOUTH CUR,1.0,1.0,1.0,Tan,4.0,3.0,years,1095.0,3.0,56.0,1.0,1.0,1.0,1.0
A704332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,184,SIAMESE,0.0,1.0,0.0,Flame Point,26.0,6.0,years,2190.0,6.0,323.0,1.0,2.0,1.0,1.0
A713672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,1.0,Black,0.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,0.0
A711332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,0.0,Black,0.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,0.0
A702877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,163,POINTER,1.0,0.0,1.0,Black,0.0,2.0,months,60.0,0.0,285.0,1.0,1.0,0.0,1.0
A615161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,Black,0.0,4.0,years,1460.0,4.0,279.0,1.0,1.0,1.0,2.0
A715988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,173,ROTTWEILER,0.0,1.0,1.0,Black,0.0,8.0,years,2920.0,8.0,303.0,0.0,1.0,1.0,2.0
A706723,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,159,PIT BULL,1.0,0.0,1.0,White,1.0,3.0,months,90.0,0.0,279.0,1.0,1.0,0.0,1.0
A688222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,39,BORDER COLLIE,1.0,1.0,1.0,Black,0.0,6.0,months,180.0,0.0,68.0,1.0,1.0,1.0,2.0
A711660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Black,0.0,4.0,months,120.0,0.0,147.0,1.0,2.0,1.0,0.0
A712146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,137,MINIATURE SCHNAUZER,1.0,1.0,1.0,Gray,19.0,8.0,years,2920.0,8.0,244.0,1.0,1.0,1.0,2.0
A665092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,1.0,1.0,Black,0.0,7.0,years,2555.0,7.0,221.0,1.0,1.0,1.0,2.0
A706178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,0.0,1.0,0.0,Brown,3.0,1.0,year,365.0,1.0,279.0,1.0,1.0,1.0,2.0
A707691,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Black,0.0,1.0,month,30.0,0.0,147.0,1.0,2.0,1.0,1.0
A684903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,1.0,0.0,Tan,4.0,6.0,years,2190.0,6.0,111.0,1.0,1.0,1.0,0.0
A698835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Black,0.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,0.0
A671366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,1.0,0.0,Black,0.0,2.0,years,730.0,2.0,110.0,1.0,1.0,1.0,2.0
A687876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,1.0,1.0,Brown,3.0,2.0,years,730.0,2.0,111.0,1.0,1.0,1.0,0.0
A693159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,15,AUSTRALIAN CATTLE DOG,0.0,1.0,1.0,Black,0.0,1.0,month,30.0,0.0,25.0,1.0,1.0,0.0,0.0
A663869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,White,1.0,2.0,years,730.0,2.0,279.0,1.0,1.0,1.0,0.0
A607728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,42,BOXER,1.0,1.0,1.0,White,1.0,9.0,years,3285.0,9.0,74.0,1.0,1.0,1.0,2.0
A684692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,137,MINIATURE SCHNAUZER,1.0,1.0,1.0,Gray,19.0,10.0,years,3650.0,10.0,244.0,1.0,1.0,0.0,1.0
A688813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,104,GREAT PYRENEES,1.0,0.0,0.0,White,1.0,5.0,months,150.0,0.0,189.0,1.0,1.0,1.0,1.0
A679654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,0.0,Orange Tabby,5.0,6.0,months,180.0,0.0,147.0,1.0,2.0,1.0,0.0
A681763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,61,CHIHUAHUA SHORTHAIR,0.0,0.0,1.0,White,1.0,1.0,month,30.0,0.0,111.0,1.0,1.0,0.0,4.0
A702006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,159,PIT BULL,1.0,1.0,1.0,White,1.0,5.0,years,1825.0,5.0,279.0,1.0,1.0,0.0,3.0
A715749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,78,DOMESTIC LONGHAIR,0.0,0.0,1.0,Orange Tabby,5.0,2.0,years,730.0,2.0,143.0,1.0,2.0,0.0,1.0
A669829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,126,LEONBERGER,0.0,0.0,1.0,Tan,4.0,2.0,months,60.0,0.0,224.0,1.0,1.0,0.0,1.0
A703091,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,2.0,2.0,1.0,Black,0.0,3.0,days,3.0,0.0,147.0,1.0,2.0,0.0,1.0
A698360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,78,DOMESTIC LONGHAIR,0.0,1.0,1.0,Brown Tabby,2.0,9.0,years,3285.0,9.0,143.0,1.0,2.0,1.0,0.0
A696115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,0.0,Orange Tabby,5.0,9.0,months,270.0,0.0,147.0,1.0,2.0,1.0,0.0
A667765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,70,DACHSHUND,0.0,1.0,1.0,Black,0.0,1.0,year,365.0,1.0,129.0,1.0,1.0,1.0,2.0
A702609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,80,DOMESTIC SHORTHAIR,1.0,0.0,1.0,Black,0.0,1.0,year,365.0,1.0,147.0,1.0,2.0,0.0,1.0
A672161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Brown Tabby,2.0,3.0,months,90.0,0.0,147.0,1.0,2.0,1.0,0.0
A685395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,66,COLLIE ROUGH,0.0,0.0,1.0,Blue Merle,23.0,7.0,years,2555.0,7.0,120.0,0.0,1.0,1.0,2.0
A705106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,77,DOGUE DE BORDEAUX,1.0,0.0,0.0,Red,8.0,3.0,months,90.0,0.0,141.0,1.0,1.0,1.0,0.0
A719542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,78,DOMESTIC LONGHAIR,0.0,0.0,0.0,Brown Tabby,2.0,1.0,week,7.0,0.0,143.0,1.0,2.0,1.0,1.0
A703588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,13,ANATOL SHEPHERD,1.0,1.0,1.0,Red,8.0,6.0,months,180.0,0.0,23.0,1.0,1.0,1.0,0.0
A712655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,0.0,Orange Tabby,5.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,0.0
A665422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,70,DACHSHUND,0.0,1.0,1.0,Brown Brindle,9.0,1.0,year,365.0,1.0,129.0,1.0,1.0,1.0,0.0
A715811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,79,DOMESTIC MEDIUM HAIR,1.0,1.0,0.0,Blue Tabby,10.0,1.0,year,365.0,1.0,145.0,1.0,2.0,0.0,1.0
A674873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,80,DOMESTIC SHORTHAIR,1.0,0.0,1.0,Black,0.0,1.0,year,365.0,1.0,147.0,1.0,2.0,0.0,3.0
A701180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,116,ITALIAN GREYHOUND,1.0,1.0,1.0,Orange,35.0,3.0,years,1095.0,3.0,208.0,1.0,1.0,1.0,2.0
A671739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,1.0,1.0,Chocolate,13.0,5.0,years,1825.0,5.0,111.0,1.0,1.0,1.0,2.0
A711597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,0.0,1.0,0.0,Sable,15.0,6.0,years,2190.0,6.0,177.0,1.0,1.0,1.0,0.0
A658844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,Red,8.0,1.0,year,365.0,1.0,279.0,1.0,1.0,1.0,0.0
A681268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,184,SIAMESE,1.0,1.0,0.0,Seal Point,24.0,2.0,years,730.0,2.0,323.0,1.0,2.0,1.0,0.0
A578097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,184,SIAMESE,1.0,1.0,0.0,Lynx Point,22.0,6.0,years,2190.0,6.0,323.0,1.0,2.0,1.0,3.0
A566678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,1.0,0.0,Red,8.0,7.0,years,2555.0,7.0,221.0,1.0,1.0,1.0,2.0
A698375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,102,GOLDEN RETRIEVER,1.0,1.0,0.0,Gold,27.0,1.0,year,365.0,1.0,185.0,1.0,1.0,1.0,2.0
A679451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,0.0,0.0,Blue Tabby,10.0,3.0,weeks,21.0,0.0,147.0,1.0,2.0,0.0,1.0
A700058,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,42,BOXER,1.0,0.0,0.0,White,1.0,10.0,years,3650.0,10.0,74.0,1.0,1.0,0.0,1.0
A577861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,0.0,0.0,Yellow,18.0,7.0,years,2555.0,7.0,220.0,0.0,1.0,1.0,2.0
A694173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,159,PIT BULL,0.0,0.0,0.0,Brown Brindle,9.0,3.0,months,90.0,0.0,279.0,1.0,1.0,0.0,3.0
A684893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,1.0,1.0,1.0,Brown,3.0,3.0,years,1095.0,3.0,177.0,1.0,1.0,1.0,2.0
A690578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,1.0,White,1.0,3.0,years,1095.0,3.0,147.0,1.0,2.0,1.0,1.0
A684913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,AMERICAN BULLDOG,0.0,1.0,1.0,Black,0.0,1.0,year,365.0,1.0,12.0,1.0,1.0,1.0,3.0
A687723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,70,DACHSHUND,1.0,1.0,0.0,Brown,3.0,9.0,years,3285.0,9.0,129.0,1.0,1.0,1.0,2.0
A714255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Black,0.0,1.0,weeks,7.0,0.0,147.0,1.0,2.0,0.0,1.0
A710980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Brown Tabby,2.0,4.0,months,120.0,0.0,147.0,1.0,2.0,0.0,1.0
A714582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,0.0,1.0,0.0,Sable,15.0,2.0,years,730.0,2.0,177.0,1.0,1.0,1.0,0.0
A682754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,42,BOXER,0.0,1.0,1.0,Brown,3.0,3.0,years,1095.0,3.0,74.0,1.0,1.0,1.0,0.0
A679753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,124,LABRADOR RETRIEVER,1.0,1.0,0.0,Tan,4.0,10.0,months,300.0,0.0,221.0,1.0,1.0,1.0,1.0
A690217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,104,GREAT PYRENEES,0.0,1.0,1.0,Brown,3.0,1.0,year,365.0,1.0,189.0,1.0,1.0,1.0,3.0
A692874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,0.0,1.0,Blue Tabby,10.0,1.0,month,30.0,0.0,147.0,1.0,2.0,1.0,0.0
A700104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,26,BELGIAN MALINOIS,1.0,1.0,1.0,Blue,6.0,2.0,months,60.0,0.0,44.0,1.0,1.0,0.0,0.0
A667357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,1.0,Brown Tabby,2.0,2.0,years,730.0,2.0,147.0,1.0,2.0,1.0,1.0
A675073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,0.0,1.0,Tan,4.0,4.0,months,120.0,0.0,111.0,1.0,1.0,1.0,0.0
A682499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,1.0,0.0,Brown,3.0,1.0,year,365.0,1.0,220.0,1.0,1.0,1.0,0.0
A687070,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,1.0,1.0,Blue,6.0,2.0,months,60.0,0.0,111.0,1.0,1.0,1.0,0.0
A667344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,78,DOMESTIC LONGHAIR,1.0,1.0,1.0,Blue,6.0,2.0,months,60.0,0.0,143.0,1.0,2.0,0.0,0.0
A594828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,1.0,0.0,Black,0.0,5.0,years,1825.0,5.0,221.0,1.0,1.0,1.0,0.0
A711391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,80,DOMESTIC SHORTHAIR,2.0,2.0,0.0,Orange Tabby,5.0,1.0,year,365.0,1.0,147.0,1.0,2.0,0.0,1.0
A691118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,1.0,1.0,Brown Brindle,9.0,1.0,year,365.0,1.0,111.0,1.0,1.0,1.0,0.0
A677293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Orange Tabby,5.0,4.0,days,4.0,0.0,147.0,1.0,2.0,0.0,1.0
A714103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,138,MUNCHKIN LONGHAIR,0.0,1.0,1.0,Brown Tabby,2.0,4.0,years,1460.0,4.0,245.0,1.0,2.0,0.0,1.0
A689336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,0.0,1.0,0.0,Tricolor,7.0,2.0,months,60.0,0.0,177.0,1.0,1.0,1.0,0.0
A638565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,57,CATAHOULA,0.0,1.0,0.0,Brown Brindle,9.0,3.0,years,1095.0,3.0,103.0,1.0,1.0,1.0,2.0
A708168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,117,JACK RUSSELL TERRIER,0.0,1.0,1.0,Brown,3.0,8.0,years,2920.0,8.0,211.0,1.0,1.0,1.0,1.0
A704261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,1.0,1.0,0.0,Yellow,18.0,2.0,months,60.0,0.0,221.0,1.0,1.0,1.0,0.0
A680702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,1.0,Orange Tabby,5.0,1.0,weeks,7.0,0.0,147.0,1.0,2.0,0.0,1.0
A684799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17,AUSTRALIAN SHEPHERD,0.0,1.0,0.0,Tricolor,7.0,10.0,months,300.0,0.0,29.0,1.0,1.0,1.0,0.0
A670543,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Black,0.0,4.0,months,120.0,0.0,147.0,1.0,2.0,1.0,1.0
A676368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,21,BASSET HOUND,0.0,1.0,1.0,Tan,4.0,2.0,months,60.0,0.0,35.0,1.0,1.0,0.0,0.0
A692909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,159,PIT BULL,1.0,1.0,0.0,Brown,3.0,1.0,year,365.0,1.0,279.0,1.0,1.0,1.0,3.0
A665559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,127,LHASA APSO,0.0,0.0,0.0,Gray,19.0,10.0,years,3650.0,10.0,226.0,1.0,1.0,1.0,3.0
A707694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,159,PIT BULL,1.0,0.0,1.0,White,1.0,1.0,year,365.0,1.0,279.0,1.0,1.0,1.0,1.0
A681037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,159,PIT BULL,0.0,0.0,1.0,Brown,3.0,3.0,years,1095.0,3.0,279.0,1.0,1.0,0.0,3.0
A688191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,95,FLAT COAT RETRIEVER,0.0,1.0,0.0,Black,0.0,1.0,year,365.0,1.0,171.0,1.0,1.0,1.0,0.0
A640613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Orange Tabby,5.0,2.0,years,730.0,2.0,147.0,1.0,2.0,1.0,0.0
A709056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,1.0,Orange Tabby,5.0,3.0,years,1095.0,3.0,147.0,1.0,2.0,1.0,2.0
A684595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,1.0,White,1.0,2.0,months,60.0,0.0,147.0,1.0,2.0,0.0,0.0
A701364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,1.0,Brown Tabby,2.0,4.0,years,1460.0,4.0,147.0,1.0,2.0,1.0,1.0
A702951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,1.0,1.0,0.0,Black,0.0,2.0,months,60.0,0.0,221.0,1.0,1.0,0.0,0.0
A677309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,1.0,0.0,White,1.0,3.0,years,1095.0,3.0,111.0,1.0,1.0,1.0,2.0
A624198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,57,CATAHOULA,1.0,1.0,1.0,Black,0.0,1.0,year,365.0,1.0,103.0,1.0,1.0,1.0,0.0
A669848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,1.0,Blue Tabby,10.0,3.0,months,90.0,0.0,147.0,1.0,2.0,0.0,0.0
A696113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,217,WIRE HAIR FOX TERRIER,1.0,1.0,0.0,Tricolor,7.0,7.0,months,210.0,0.0,378.0,1.0,1.0,1.0,0.0
